coding_hours,commits_per_day,lines_of_code,bugs_fixed,sleep_hours,distractions,task_completion_rate,meetings_per_day,break_time,focus_score,productivity_level
2.65,0.0,126,1.15,8.17,2.85,0.4295,2.49,14.12,51.04,Low
4.86,4.04,186,1.41,4.85,2.36,0.6683,3.29,35.76,71.04,Medium
0.9,1.17,103,0.0,6.88,8.52,0.3341,2.54,40.37,47.39,Low
3.52,0.9,162,1.11,7.79,3.65,0.59,1.76,35.62,60.01,Medium
3.94,1.11,60,1.25,7.82,5.31,0.3723,2.25,21.86,70.67,Low
6.23,5.05,311,1.77,7.44,0.45,0.649,1.77,20.5,70.88,Medium
7.31,5.23,205,2.2,7.76,1.24,0.4945,2.89,43.78,78.24,Medium
8.66,6.82,315,3.24,9.08,2.03,1.0,1.53,37.28,89.29,Medium
5.65,2.69,241,2.36,8.48,4.7,0.6186,1.28,39.33,50.88,Medium
5.31,2.57,161,1.8,6.92,7.14,0.584,2.95,35.53,46.13,Medium
4.92,2.16,163,1.31,7.31,6.72,0.5893,3.17,35.75,54.73,Medium
2.3,2.6,141,1.93,8.17,5.18,0.4679,0.77,28.57,42.59,Low
4.86,1.63,220,1.61,5.47,5.2,0.5567,3.43,35.53,37.39,Low
3.85,0.75,113,1.81,6.3,4.97,0.4458,2.45,27.33,35.31,Low
4.35,3.26,224,1.62,8.26,7.83,0.3933,2.23,24.49,49.34,Medium
4.13,3.93,170,0.58,8.53,4.75,0.7051,2.61,26.95,77.04,Medium
2.18,1.87,100,1.24,6.91,6.76,0.3037,1.73,1.12,34.74,Low
8.93,3.04,208,2.02,7.21,3.59,0.6544,2.61,33.89,66.38,Medium
6.2,3.92,310,2.01,6.95,5.19,0.8494,1.23,51.78,59.89,Medium
2.89,0.9,146,1.13,6.47,6.05,0.4105,0.56,36.71,48.46,Low
0.2,0.0,10,0.0,7.18,10.52,0.0973,1.64,21.67,31.36,Low
3.16,0.0,128,0.7,6.19,2.62,0.3901,2.75,19.62,42.44,Low
8.03,3.46,289,1.56,7.73,3.75,0.834,0.67,46.46,54.38,Medium
2.44,0.53,174,2.0,6.39,4.26,0.5855,3.62,28.69,37.14,Low
2.88,1.19,29,0.11,7.17,9.13,0.3695,3.49,40.75,40.9,Low
3.7,1.96,90,0.29,6.32,8.08,0.1884,3.48,17.67,40.19,Low
5.51,1.53,217,0.93,7.34,3.79,0.7875,1.87,26.7,61.86,Medium
5.5,4.15,192,1.65,5.93,6.48,0.7621,2.09,24.26,52.07,Medium
4.76,4.14,161,0.96,5.59,8.03,0.404,0.88,13.98,51.45,Low
4.31,1.5,40,1.02,6.82,5.66,0.4503,3.11,18.8,41.49,Low
1.84,0.77,132,0.0,5.74,9.3,0.3326,2.5,29.07,42.26,Low
3.14,3.44,65,0.0,8.22,6.34,0.1207,2.84,18.27,27.65,Low
7.15,3.1,246,2.79,6.16,2.26,0.7492,3.2,0.0,83.45,Medium
3.44,1.54,95,1.93,6.2,6.78,0.3815,1.49,39.13,42.95,Low
6.52,4.01,239,1.15,7.62,2.64,0.7079,1.51,19.24,74.34,Medium
6.86,5.63,128,3.49,7.47,2.85,0.7084,1.87,43.5,60.88,Medium
7.43,3.86,202,2.03,6.62,5.62,0.6263,0.77,35.3,82.31,Medium
3.04,0.85,80,0.65,6.02,5.68,0.4126,1.94,49.02,56.3,Low
3.46,1.65,204,1.0,6.41,1.85,0.5037,2.37,41.99,36.96,Low
3.48,1.62,116,0.0,6.76,5.59,0.5495,1.68,24.83,41.62,Low
2.41,0.0,69,1.07,8.11,5.31,0.3874,3.58,18.46,41.22,Low
6.12,2.53,238,0.64,7.22,5.81,0.8029,0.39,46.65,41.67,Medium
2.37,0.0,95,0.0,7.36,7.81,0.3768,3.48,9.35,31.0,Low
5.35,2.29,281,2.74,8.0,5.43,0.7618,2.3,37.85,72.08,Medium
6.05,2.56,93,0.0,7.66,7.06,0.3451,1.57,26.37,41.18,Low
4.72,1.8,188,0.0,4.86,6.33,0.5696,1.02,27.57,58.41,Low
6.1,1.16,163,1.21,6.9,3.57,0.5893,0.0,34.95,47.32,Medium
3.3,1.44,121,1.03,7.92,6.59,0.3969,1.28,30.6,23.67,Low
5.81,2.95,213,1.86,6.84,7.07,0.6957,2.87,37.51,68.62,Medium
4.06,0.0,88,0.38,8.17,4.68,0.2652,2.09,29.02,52.63,Low
7.2,3.64,279,3.72,8.62,6.39,0.6498,2.9,38.53,88.11,Medium
2.58,0.0,36,0.0,5.95,6.19,0.2864,1.78,24.2,7.74,Low
5.3,3.9,185,0.92,6.66,3.53,0.4965,2.67,24.04,59.4,Medium
7.5,5.43,363,1.91,7.16,2.54,0.8671,0.7,39.73,59.4,Medium
1.31,0.1,111,0.3,6.0,7.57,0.2862,1.33,17.85,52.56,Low
3.04,0.24,39,0.95,5.68,7.38,0.2809,2.1,18.81,44.71,Low
6.15,2.67,209,2.37,7.6,2.79,0.7202,1.18,29.21,48.19,Medium
4.09,2.88,198,0.0,5.92,5.38,0.4341,0.4,29.7,60.5,Low
5.98,2.5,214,1.08,7.66,3.45,0.6019,1.71,32.11,49.73,Medium
6.72,2.52,145,1.75,7.75,2.03,0.6392,1.96,41.61,60.34,Medium
4.17,3.01,174,1.98,5.99,2.65,0.5321,3.08,28.19,61.58,Medium
5.22,3.06,279,1.89,8.79,2.21,0.7293,2.6,37.52,84.09,Medium
4.65,2.27,152,1.76,7.62,5.17,0.491,3.1,33.23,74.3,Medium
3.89,0.0,119,0.16,7.48,7.09,0.5909,2.79,22.71,40.41,Low
4.72,3.98,267,2.78,6.73,1.78,0.5206,2.13,34.1,70.67,Medium
9.42,5.15,300,3.31,8.45,2.68,0.8146,0.2,49.53,82.05,Medium
4.24,1.03,110,0.0,7.83,3.43,0.3511,2.19,31.2,33.88,Low
2.1,2.44,37,0.0,6.43,7.41,0.1693,2.89,27.39,28.42,Low
4.49,3.75,252,1.05,9.16,2.41,0.8805,3.13,28.48,89.97,Medium
2.18,0.78,87,1.45,6.98,3.6,0.5302,2.72,49.09,51.77,Low
0.0,0.0,10,0.0,6.83,9.46,0.0795,3.89,12.65,27.41,Low
3.14,3.67,231,1.41,7.66,2.85,0.6038,0.71,17.56,60.59,Medium
4.14,1.59,159,0.94,7.2,5.33,0.4837,1.83,35.93,36.57,Low
3.63,1.44,169,0.87,5.62,1.81,0.3995,2.46,28.4,48.91,Low
8.56,2.95,148,1.47,7.46,5.92,0.6458,3.06,28.63,52.32,Medium
7.15,2.02,212,0.3,6.51,5.95,0.4508,1.8,25.5,37.92,Medium
5.2,3.62,195,2.04,6.68,3.94,0.5774,1.7,52.26,50.61,Medium
3.0,0.0,66,0.16,8.18,3.36,0.4887,2.82,31.37,50.55,Low
6.22,2.34,184,1.15,7.09,6.04,0.689,0.72,38.06,53.89,Medium
5.52,3.33,187,0.98,6.07,4.39,0.5078,3.69,30.33,46.36,Medium
3.51,2.34,216,1.67,7.08,3.21,0.5428,0.9,36.39,63.43,Medium
3.09,2.32,200,1.51,6.27,7.55,0.5784,0.0,47.06,62.36,Low
1.38,0.15,141,0.0,7.68,5.35,0.3286,2.29,22.81,47.43,Low
6.87,2.41,180,1.63,6.99,4.48,0.6323,3.37,20.86,55.3,Medium
3.52,0.0,56,0.57,7.16,6.65,0.5299,2.75,36.0,47.66,Low
6.9,2.98,150,0.55,8.49,4.37,0.4214,2.51,39.01,69.67,Medium
3.29,2.69,194,0.92,6.78,4.87,0.4956,1.93,32.92,65.37,Low
4.9,4.7,304,2.78,8.34,2.81,0.8167,1.3,43.9,63.44,Medium
4.58,1.52,194,0.0,6.06,5.74,0.1709,0.52,25.18,49.2,Low
2.31,1.52,132,1.65,8.78,5.45,0.2905,0.0,28.46,61.92,Low
1.54,2.99,132,2.0,7.74,7.3,0.5586,2.2,28.59,48.72,Low
3.57,1.35,126,0.0,6.69,3.49,0.4424,3.4,22.57,50.29,Low
6.55,2.63,219,2.73,6.78,5.33,0.8173,2.1,45.89,69.8,Medium
0.62,0.0,10,0.0,6.1,8.66,0.3313,3.11,7.8,15.5,Low
1.34,1.0,174,0.49,6.2,7.63,0.3326,3.9,48.34,52.53,Low
1.67,1.81,85,0.0,8.03,8.28,0.3178,2.65,33.43,38.98,Low
5.46,2.8,234,2.5,6.49,3.44,0.6967,1.59,16.97,69.45,Medium
5.8,4.66,311,2.69,7.96,0.0,0.5766,0.67,36.31,59.04,Medium
2.93,2.18,170,0.27,6.93,5.05,0.3397,4.05,27.79,56.38,Low
4.29,0.75,131,0.0,6.82,3.77,0.4763,2.58,33.07,52.53,Low
4.53,2.13,130,0.0,6.95,3.8,0.5756,1.04,20.46,67.29,Medium
6.53,2.28,267,2.08,7.49,1.39,0.7613,0.48,36.13,64.32,Medium
0.95,0.0,91,0.72,7.23,5.68,0.2253,3.53,24.15,26.21,Low
4.26,2.72,137,1.71,7.61,3.75,0.6414,0.89,23.82,46.75,Medium
3.34,3.08,285,1.69,7.82,0.0,0.8433,3.56,26.11,59.58,Medium
5.22,2.95,202,0.48,4.82,5.3,0.694,0.0,41.69,46.33,Medium
6.09,2.27,194,0.61,7.33,8.05,0.6369,3.37,13.98,65.75,Medium
4.23,2.53,286,2.72,6.18,4.41,0.6443,2.19,39.78,78.29,Medium
0.0,0.0,10,0.0,6.17,8.75,0.0669,2.93,24.46,7.49,Low
5.75,1.78,217,1.66,8.52,3.9,0.6502,1.62,31.2,56.24,Medium
4.2,2.41,130,0.0,5.93,5.35,0.4203,4.09,27.25,22.03,Low
0.0,0.0,10,0.0,5.88,7.88,0.1704,3.26,32.48,29.5,Low
4.19,2.57,193,1.04,6.78,4.18,0.5901,0.94,25.51,74.2,Medium
4.38,3.02,265,2.94,8.68,1.68,0.6887,0.0,30.85,64.23,Medium
3.85,2.36,101,1.51,7.01,7.73,0.4643,2.22,24.36,46.77,Low
8.36,3.1,319,1.37,8.86,1.34,0.7893,1.71,46.42,68.64,Medium
7.56,3.9,223,2.19,8.14,3.66,0.7783,0.0,50.98,91.43,Medium
6.6,4.83,203,1.61,7.85,2.88,0.8523,1.55,22.62,71.72,Medium
7.67,4.49,334,1.18,7.87,5.39,0.9017,0.93,48.26,76.55,Medium
5.47,3.63,238,0.91,8.03,4.4,0.6185,1.79,41.9,62.93,Medium
3.18,1.13,115,1.22,5.65,4.35,0.654,2.7,45.91,36.88,Low
1.78,0.0,46,0.0,6.27,7.03,0.1441,3.97,25.84,11.5,Low
3.78,1.74,189,0.92,6.82,5.43,0.6017,2.98,28.33,38.23,Low
2.33,0.42,81,0.08,7.16,4.55,0.3748,1.53,37.24,47.48,Low
7.17,5.88,428,3.48,7.94,0.59,0.9326,1.72,47.84,79.21,Medium
5.21,1.66,67,0.91,6.08,2.59,0.376,2.12,51.57,42.07,Low
5.04,2.39,188,1.66,7.07,3.43,0.5158,0.63,40.2,46.38,Medium
4.44,1.2,241,0.02,6.41,4.31,0.5899,2.23,34.29,56.9,Medium
5.29,3.95,189,0.0,5.48,5.38,0.3829,3.84,18.48,67.68,Low
6.79,4.38,277,2.58,8.43,0.0,0.8172,1.52,32.67,73.91,Medium
1.82,1.76,89,0.0,7.15,5.73,0.2951,0.59,12.53,32.8,Low
3.48,1.46,183,0.99,7.47,5.55,0.5975,1.97,28.82,53.17,Low
0.39,1.19,123,0.16,7.67,5.87,0.4821,1.01,35.55,56.41,Low
1.93,0.0,68,1.21,5.81,6.03,0.1133,3.26,23.36,25.17,Low
0.58,1.53,143,0.83,5.55,5.3,0.5489,2.71,37.16,29.01,Low
2.45,1.59,106,1.1,6.93,4.24,0.4797,1.84,33.19,44.43,Low
0.65,1.39,107,1.33,6.51,4.69,0.3166,1.8,23.82,44.85,Low
2.51,1.66,57,0.74,5.98,6.3,0.4373,2.0,27.41,46.5,Low
1.01,0.0,22,0.0,6.23,10.57,0.1741,2.43,27.69,38.97,Low
3.44,1.19,184,1.79,6.47,4.01,0.4752,1.25,30.98,38.3,Low
0.0,0.2,34,0.0,4.78,6.78,0.1586,1.06,23.98,17.92,Low
4.11,5.24,315,1.87,7.03,3.78,0.5703,2.91,26.11,58.17,Medium
4.72,1.99,164,0.0,6.13,3.85,0.5889,1.59,26.08,58.08,Medium
0.42,0.4,36,0.0,6.46,8.83,0.1799,2.6,45.3,15.54,Low
3.76,1.43,130,0.91,6.32,1.91,0.2945,2.38,40.74,39.29,Low
1.43,2.81,64,1.74,7.51,5.33,0.4047,2.55,11.5,32.79,Low
4.86,0.73,173,0.0,8.44,5.75,0.4433,0.73,7.93,64.21,Low
8.24,4.11,302,1.59,8.21,2.55,0.6528,0.0,37.46,75.39,Medium
0.95,0.0,10,0.16,4.82,6.58,0.2442,1.97,29.56,30.91,Low
3.74,0.0,127,1.36,8.26,5.49,0.4034,2.36,25.38,65.11,Low
3.99,2.06,100,1.02,8.18,6.6,0.2363,1.32,39.42,44.54,Low
5.05,3.15,186,0.77,7.35,4.31,0.6966,1.44,33.95,48.2,Medium
4.44,2.03,170,0.7,8.16,3.48,0.5123,4.06,29.44,41.39,Low
2.11,0.77,138,1.39,6.18,6.81,0.3278,0.38,33.8,20.34,Low
3.16,4.62,71,0.7,5.35,4.88,0.4047,1.34,23.09,40.63,Low
2.66,0.55,74,0.66,5.99,7.31,0.364,4.14,23.15,34.22,Low
4.96,4.12,242,1.77,8.92,5.61,0.6399,1.63,42.08,74.02,Medium
2.82,1.38,78,0.07,5.82,1.06,0.6519,1.29,29.79,50.49,Low
6.14,5.15,269,3.27,7.95,2.31,0.7326,2.6,58.59,73.61,Medium
1.96,1.67,118,1.35,7.0,2.49,0.5324,2.07,36.63,47.93,Low
1.12,0.53,61,2.28,6.24,9.73,0.4225,1.86,32.75,28.98,Low
1.16,1.55,37,0.0,5.89,6.57,0.1213,2.65,21.94,37.55,Low
0.0,0.47,10,0.22,6.16,8.82,0.037,1.88,29.73,15.09,Low
1.45,0.0,10,0.0,5.76,7.32,0.2849,1.46,18.85,14.84,Low
4.58,0.1,188,1.34,6.0,3.39,0.4543,1.81,34.16,62.19,Low
2.66,2.4,260,2.19,7.43,2.85,0.5411,0.84,23.38,63.37,Medium
1.62,2.33,89,0.0,7.07,9.75,0.2725,2.49,32.49,9.05,Low
6.76,3.11,145,1.55,8.14,5.09,0.6825,2.09,37.38,71.98,Medium
1.84,2.38,134,0.16,6.11,8.64,0.2237,3.0,47.41,35.34,Low
4.8,3.66,155,0.56,6.07,4.86,0.7041,3.08,54.66,48.46,Medium
6.2,4.64,285,2.6,7.58,3.01,0.7694,1.11,45.69,76.05,Medium
5.91,2.5,206,2.61,8.7,3.25,0.6391,2.23,35.17,69.32,Medium
1.95,0.0,133,0.68,7.38,4.97,0.4719,2.57,19.2,50.43,Low
0.07,1.35,85,0.45,7.12,4.77,0.3843,2.6,34.59,36.13,Low
0.0,0.0,10,0.0,6.64,8.35,0.2657,2.17,21.34,13.48,Low
2.41,1.1,57,0.43,6.98,4.89,0.1902,1.19,31.78,43.33,Low
3.1,0.43,115,0.0,6.99,5.98,0.5404,2.57,46.24,45.65,Low
0.6,0.25,80,1.1,7.04,6.74,0.3769,0.59,16.82,53.25,Low
3.26,1.84,163,1.13,6.5,5.63,0.46,1.77,20.1,53.9,Low
4.48,2.38,190,1.38,5.91,7.4,0.5941,0.0,28.02,41.92,Low
3.5,0.55,112,0.17,7.47,5.28,0.5485,0.73,37.09,41.85,Low
2.92,2.22,109,0.11,7.67,7.11,0.2318,1.32,32.3,40.73,Low
3.53,1.66,202,0.99,6.19,7.82,0.7087,3.05,21.89,65.52,Low
6.29,0.99,232,0.13,7.88,6.3,0.4325,2.56,39.78,70.74,Medium
0.41,0.26,60,0.0,7.8,8.37,0.1684,1.77,12.54,29.68,Low
7.41,4.15,254,1.65,7.7,2.42,0.756,2.31,28.68,61.83,Medium
5.22,2.01,150,1.34,6.3,5.49,0.6728,2.92,28.35,37.91,Medium
4.61,3.39,106,0.49,7.11,2.99,0.4729,1.83,24.56,52.81,Medium
5.17,2.83,199,0.75,6.91,4.69,0.6384,0.4,42.44,83.66,Medium
3.83,2.23,198,0.53,6.62,5.06,0.6899,1.72,34.03,58.89,Medium
7.15,2.33,252,1.4,7.82,3.61,0.6606,1.62,52.42,48.36,Medium
2.87,3.25,162,0.95,5.86,6.11,0.4396,0.68,28.96,47.05,Low
1.61,1.27,110,2.24,5.54,4.11,0.3358,2.55,25.72,34.57,Low
4.25,2.12,146,2.13,7.2,6.91,0.7094,2.17,43.91,47.2,Medium
3.2,0.0,87,0.9,6.41,8.07,0.2783,2.79,23.37,28.97,Low
4.67,3.61,156,2.02,7.33,4.73,0.7148,2.25,45.48,55.32,Medium
2.77,0.72,136,0.17,8.48,4.83,0.5671,2.74,35.24,56.32,Low
3.21,1.1,119,0.0,6.98,6.03,0.3939,1.88,5.43,57.8,Low
3.01,2.17,137,0.01,7.41,7.47,0.4794,2.24,41.13,53.31,Low
0.0,0.0,10,0.56,5.28,7.98,0.0383,2.17,29.72,2.23,Low
4.08,0.0,132,0.12,7.34,6.04,0.3234,1.58,36.77,31.2,Low
2.54,0.02,142,0.07,6.63,4.89,0.9665,3.31,11.35,49.81,Low
6.25,2.96,227,0.78,7.14,7.43,0.6338,0.0,24.17,53.87,Medium
2.94,0.0,126,0.0,6.4,5.99,0.3806,3.19,18.97,43.2,Low
7.84,6.83,216,2.23,8.46,3.06,0.6908,1.0,27.92,69.42,Medium
1.71,0.0,83,0.51,5.52,8.49,0.4837,1.51,43.09,37.51,Low
5.76,2.53,202,1.11,5.66,3.77,0.8038,1.97,34.73,66.92,Medium
3.13,2.08,171,1.89,7.04,6.06,0.7736,0.38,31.77,53.86,Medium
2.08,1.27,178,0.0,7.05,4.6,0.5541,1.38,32.29,41.18,Low
8.14,4.19,280,2.3,8.01,2.03,0.7072,0.62,44.57,87.89,Medium
3.17,0.82,69,0.59,7.39,9.02,0.1503,2.14,0.0,31.26,Low
4.51,2.4,245,1.22,7.81,2.61,0.5835,0.92,28.13,63.49,Medium
5.56,2.12,190,1.34,7.05,3.27,0.6057,3.3,20.88,64.67,Medium
2.48,0.0,62,0.94,4.8,6.39,0.3982,4.0,30.65,52.92,Low
5.11,1.87,213,1.43,7.51,1.43,0.7218,0.0,34.07,59.81,Medium
4.21,1.11,95,0.49,7.7,4.75,0.6573,2.62,28.9,64.01,Low
3.71,2.13,59,1.68,6.83,4.74,0.7482,2.77,10.66,42.57,Low
4.29,1.76,193,2.85,7.15,4.68,0.5514,2.46,28.2,47.36,Medium
3.19,3.04,221,1.38,7.27,7.12,0.6687,1.38,40.48,55.43,Medium
4.67,4.44,221,2.03,6.59,6.1,0.811,1.51,48.15,72.47,Medium
5.58,2.86,157,2.06,7.9,2.53,0.6136,1.01,41.16,47.87,Medium
0.24,0.0,10,0.0,7.44,7.79,0.0,2.1,7.9,12.85,Low
6.16,3.39,236,2.14,7.51,4.05,0.7391,0.4,49.12,72.34,Medium
0.0,0.0,10,0.0,5.27,9.77,0.103,2.38,28.93,48.51,Low
6.45,2.89,267,2.08,7.46,4.53,0.7272,0.19,33.99,77.95,Medium
8.24,2.99,273,1.99,5.78,3.75,0.7343,1.46,15.38,64.42,Medium
1.99,0.0,17,0.43,6.72,7.64,0.2881,1.08,34.08,9.44,Low
4.37,1.0,146,0.42,7.16,6.63,0.4702,2.33,22.02,44.65,Low
0.12,0.0,123,0.16,7.79,5.27,0.1576,1.65,27.93,37.04,Low
3.76,1.89,209,0.0,6.74,5.61,0.4982,2.36,29.61,42.95,Low
2.07,1.9,240,0.5,7.17,7.65,0.3944,3.17,43.84,36.87,Low
3.79,2.26,176,2.74,6.7,3.52,0.6759,3.36,32.64,63.29,Medium
5.73,5.24,368,2.3,7.37,3.23,0.8578,0.0,36.4,60.23,Medium
8.22,3.11,247,2.1,6.48,2.54,0.6567,0.75,52.76,89.66,Medium
4.02,0.0,81,2.07,6.56,2.37,0.3594,1.87,20.61,56.73,Low
3.87,2.07,146,0.0,6.65,5.34,0.4463,2.52,37.1,53.44,Low
0.0,0.0,10,0.0,6.4,7.98,0.1119,0.85,19.6,25.65,Low
2.15,1.11,101,1.73,6.1,5.44,0.4288,1.26,15.95,31.31,Low
6.29,1.04,174,1.81,7.55,1.82,0.6209,1.84,34.84,64.26,Medium
7.44,5.82,270,2.1,7.54,1.26,0.7676,1.6,44.99,90.63,Medium
0.0,0.82,103,0.0,6.12,8.0,0.1821,2.75,37.37,40.17,Low
1.75,0.0,100,0.88,6.77,8.85,0.4907,2.62,41.78,43.15,Low
3.87,0.48,154,1.41,7.02,7.11,0.4455,2.35,26.92,58.84,Low
5.2,4.09,191,0.35,7.75,2.56,0.602,2.11,21.53,59.66,Medium
0.0,0.05,132,0.24,6.5,7.5,0.5356,2.3,22.76,41.82,Low
4.65,1.8,118,1.07,6.93,3.37,0.5773,2.54,20.3,66.17,Medium
3.22,0.0,135,0.83,6.62,4.84,0.5164,0.0,25.46,48.06,Low
4.99,1.63,138,0.09,6.42,4.33,0.6642,3.55,26.51,58.37,Low
5.92,2.59,200,2.44,6.99,5.24,0.712,0.0,40.01,59.81,Medium
4.71,2.73,193,1.74,8.63,6.43,0.4996,0.92,7.97,47.56,Medium
2.17,0.0,67,0.36,6.05,5.51,0.4769,1.9,20.48,37.97,Low
1.49,0.32,101,0.74,6.72,5.04,0.3493,2.71,22.2,41.68,Low
3.35,2.32,66,0.82,6.65,5.83,0.4043,0.0,41.43,32.62,Low
4.46,2.45,98,0.08,6.62,6.41,0.3655,2.08,17.01,35.33,Low
5.15,0.04,183,0.44,6.61,7.15,0.6723,2.87,30.97,36.71,Low
8.05,5.48,273,2.06,8.02,0.68,0.7385,2.51,36.71,68.91,Medium
5.64,2.88,141,2.74,5.91,4.19,0.5294,1.13,43.24,74.04,Medium
3.86,2.65,107,1.52,7.68,3.84,0.3365,1.79,34.48,43.99,Low
4.73,2.98,146,2.31,7.85,3.88,0.6954,1.17,34.7,62.87,Medium
3.18,0.0,78,1.03,5.84,5.16,0.4475,1.71,22.78,47.73,Low
8.35,3.61,259,1.04,5.77,3.17,0.8433,0.62,17.34,83.47,Medium
3.61,3.61,133,1.26,6.4,3.25,0.6411,1.0,34.32,49.79,Medium
5.72,0.95,186,1.69,6.75,2.93,0.3405,2.47,34.77,46.17,Medium
4.51,2.28,183,0.35,9.29,1.19,0.5088,2.0,16.49,55.65,Medium
2.45,0.0,28,0.25,6.65,7.16,0.3224,2.96,9.81,37.8,Low
0.06,0.0,49,1.96,4.99,6.04,0.2543,2.55,26.89,46.54,Low
2.32,1.88,85,0.89,5.85,5.78,0.38,3.06,27.42,36.84,Low
3.4,1.31,193,2.25,7.03,6.77,0.5136,2.84,20.81,64.47,Low
5.77,5.1,302,2.56,8.07,1.11,0.7497,0.0,32.92,77.76,Medium
8.72,5.26,351,3.56,7.06,3.78,0.9159,0.48,22.79,81.74,Medium
6.49,4.21,193,0.94,7.21,6.48,0.5308,1.58,46.96,71.36,Medium
3.99,3.16,212,2.04,6.68,1.32,0.5436,1.83,19.51,62.39,Medium
0.0,0.0,10,0.08,5.22,7.84,0.1599,1.87,26.42,15.63,Low
2.8,0.29,107,0.8,6.94,5.21,0.4426,3.07,26.94,51.83,Low
2.32,1.62,76,1.42,7.23,1.81,0.1834,4.22,38.96,36.1,Low
3.42,0.0,82,0.07,7.36,3.76,0.3741,2.37,18.97,37.38,Low
4.8,2.39,109,0.72,7.38,6.41,0.4077,2.13,29.77,56.41,Low
2.98,0.19,131,0.7,6.37,8.74,0.3407,2.99,10.66,42.03,Low
2.27,0.28,44,0.0,6.58,9.32,0.1174,0.73,0.72,24.2,Low
5.76,3.28,257,1.78,7.62,4.36,0.5945,1.8,39.7,67.84,Medium
1.44,1.04,14,0.0,6.57,6.58,0.4237,3.3,6.79,26.08,Low
2.54,2.44,221,2.03,6.63,7.17,0.6667,1.29,28.91,57.44,Low
7.83,3.36,303,2.7,7.64,5.11,1.0,0.15,50.48,94.61,Medium
1.76,0.0,100,0.0,6.6,5.5,0.2666,2.09,32.87,26.64,Low
0.09,0.0,10,0.0,7.69,5.8,0.0,2.7,10.7,16.54,Low
3.98,1.74,133,0.58,7.1,2.28,0.451,1.18,12.68,37.42,Low
4.79,4.83,251,2.43,7.06,5.33,0.7052,3.77,40.6,76.73,Medium
8.12,5.34,247,3.0,7.31,1.99,0.8308,0.93,53.21,89.49,Medium
2.35,0.0,76,0.0,5.99,7.12,0.1365,1.22,17.23,28.01,Low
6.83,1.95,244,0.72,8.99,1.57,0.5952,1.76,24.45,79.55,Medium
4.13,1.4,106,1.15,6.45,4.57,0.3665,3.05,22.42,54.09,Low
4.7,0.0,196,0.34,7.67,4.72,0.5476,2.05,35.19,55.48,Low
9.36,7.64,354,3.16,8.02,1.35,1.0,1.69,55.51,96.17,High
1.46,0.19,64,0.0,6.46,6.66,0.3095,1.58,10.09,37.29,Low
6.01,3.61,82,1.45,7.76,3.06,0.4248,3.41,16.29,43.85,Medium
3.34,1.12,284,2.06,6.78,3.12,0.6336,2.42,55.74,58.96,Medium
5.75,4.87,297,0.86,7.03,5.18,0.6444,2.72,33.66,70.12,Medium
3.27,4.38,146,0.0,8.38,5.22,0.3976,2.34,33.02,47.47,Low
5.07,1.14,96,0.79,7.94,5.46,0.5187,2.73,24.62,59.27,Low
4.69,2.18,130,2.13,7.44,4.24,0.5285,1.24,32.94,56.44,Medium
3.82,2.4,114,2.83,7.76,0.17,0.5166,1.43,40.95,49.82,Medium
0.45,0.0,140,2.19,7.2,4.73,0.5879,3.45,31.28,44.31,Low
4.75,3.43,216,1.34,8.93,2.77,0.6792,3.37,50.52,51.12,Medium
4.36,2.28,83,0.0,6.85,6.08,0.3867,0.96,24.88,26.59,Low
5.4,1.96,225,0.0,7.65,9.36,0.6914,2.14,29.26,63.45,Medium
4.46,3.12,180,0.49,5.82,6.09,0.5387,1.58,32.17,49.3,Low
5.92,2.02,279,1.74,6.9,7.41,0.632,0.97,40.28,67.37,Medium
2.36,0.43,146,2.0,6.01,5.93,0.6756,2.3,32.02,39.36,Low
1.07,0.0,10,0.28,7.13,6.71,0.1713,3.67,8.29,21.55,Low
5.52,3.92,290,2.19,5.59,3.63,0.7543,2.07,39.43,79.89,Medium
4.81,0.0,67,0.0,6.23,9.03,0.2333,1.95,21.73,36.42,Low
3.38,1.83,42,0.0,4.28,8.72,0.4872,2.71,20.92,40.49,Low
2.11,1.64,156,0.73,6.04,5.03,0.4326,1.82,27.35,43.14,Low
6.02,4.92,344,2.66,7.29,3.32,0.8378,2.0,27.26,58.25,Medium
0.0,0.0,10,0.0,7.04,6.06,0.0221,4.04,7.97,24.21,Low
9.99,7.31,487,2.68,8.89,1.53,1.0,0.0,19.53,84.51,High
7.45,3.14,238,2.37,6.86,5.75,0.8024,2.48,52.75,56.44,Medium
4.67,4.39,153,1.52,7.96,4.72,0.4778,0.39,36.67,42.86,Medium
3.01,1.11,120,0.1,6.99,4.08,0.3473,3.24,28.56,47.42,Low
6.84,4.53,238,0.6,7.17,5.11,0.6152,1.28,24.76,50.76,Medium
5.1,2.82,160,1.97,6.3,4.84,0.4469,0.63,3.85,57.8,Medium
6.21,1.59,231,1.33,6.53,4.15,0.6442,2.5,25.94,50.63,Medium
4.38,4.2,172,2.72,6.62,4.43,0.5664,2.2,39.94,68.39,Medium
4.61,2.26,139,1.47,7.08,4.6,0.6398,0.97,39.87,59.68,Medium
3.98,2.56,175,0.45,6.96,6.79,0.4212,0.81,35.44,45.3,Low
1.43,3.0,123,0.87,8.16,6.33,0.5805,1.86,30.83,42.95,Low
6.03,2.05,118,0.89,7.21,3.82,0.4096,0.85,42.06,41.28,Medium
7.82,3.11,286,1.32,5.4,1.78,0.8268,0.6,32.38,63.91,Medium
